planet_name,hoststar_name,star_count,planet_count,moon_count,circumbinary_flag,discovery_method,discovery_year,discovery_facility,controversial_flag,orbital_period,orbit_semi_major_axis,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,planet_density,planet_orbital_eccentricity,planet_insolation_flux,planet_equilibrium_temperature,spectral_type,stellar_effective_temperature,stellar_radius,stellar_mass,stellar_metallicity,stellar_metallicity_ratio,stellar_luminosity,stellar_surface_gravity,stellar_age,stellar_density,stellar_rotational_velocity,stellar_rotational_period
Kepler-1208 b,Kepler-1208,1,1,0,0,Transit,2016,Kepler,0,11.08507637,0.090100,2.320,0.207,5.99000,0.01890,2.640000,0.000000,37.66,665,,5001.00,0.76,0.80,-0.030,[Fe/H],-0.553,4.59,4.470,19.93868,,
Kepler-1209 b,Kepler-1209,1,1,0,0,Transit,2016,Kepler,0,25.36911600,0.180000,1.510,0.135,2.89000,0.00909,4.610000,0.000000,63.25,755,,6210.00,1.38,1.23,0.120,[Fe/H],0.343,4.24,3.090,0.89211,,
Kepler-121 b,Kepler-121,1,2,0,0,Transit,2014,Kepler,0,3.17742200,0.039000,2.340,0.209,6.08000,0.01910,2.610000,0.000000,220.49,997,,5311.00,0.70,0.86,-0.080,[Fe/H],-0.474,4.65,0.500,9.36513,,
Kepler-121 c,Kepler-121,1,2,0,0,Transit,2014,Kepler,0,41.00801100,0.216000,2.270,0.203,5.77000,0.01820,2.710000,0.000000,7.30,425,,5311.00,0.70,0.86,-0.080,[Fe/H],-0.474,4.65,0.500,0.77940,,
Kepler-1210 b,Kepler-1210,1,1,0,0,Transit,2016,Kepler,0,8.07124073,0.075300,1.700,0.152,3.53000,0.01110,3.950000,0.000000,152.05,856,,5568.00,0.92,0.94,0.040,[Fe/H],-0.149,4.49,5.130,4.67340,,
Kepler-1211 b,Kepler-1211,1,1,0,0,Transit,2016,Kepler,0,11.01816836,0.098500,2.550,0.227,7.04000,0.02210,2.330000,0.000000,139.85,840,,5705.00,0.94,0.96,-0.080,[Fe/H],0.134,4.48,4.170,0.13325,,
Kepler-1212 b,Kepler-1212,1,1,0,0,Transit,2016,Kepler,0,12.94130146,0.108200,2.140,0.191,5.22000,0.01640,2.930000,0.000000,142.10,795,,6051.00,1.15,1.10,0.030,[Fe/H],0.211,4.36,3.240,1.15071,,
Kepler-1213 b,Kepler-1213,1,1,0,0,Transit,2016,Kepler,0,5.34982412,0.063500,1.190,0.106,1.81000,0.00570,5.900000,0.000000,595.42,1156,,6050.00,1.21,1.14,0.130,[Fe/H],0.395,4.33,3.470,0.55990,,
Kepler-1214 b,Kepler-1214,1,1,0,0,Transit,2016,Kepler,0,18.82634264,0.128000,2.360,0.211,6.17000,0.01940,2.580000,0.000000,23.18,591,,5130.00,0.80,0.85,0.050,[Fe/H],-0.419,4.57,4.680,12.56224,,
Kepler-1215 b,Kepler-1215,1,1,0,0,Transit,2016,Kepler,0,4.76703963,0.052800,1.220,0.109,1.98000,0.00624,5.990000,0.000000,253.96,1046,,5616.00,0.93,0.95,0.010,[Fe/H],-0.182,4.48,4.790,5.06537,,
Kepler-1216 b,Kepler-1216,1,1,0,0,Transit,2016,Kepler,0,4.37034536,0.051900,1.390,0.124,2.51000,0.00790,5.140000,0.000000,415.55,1191,,5743.00,0.98,0.99,0.030,[Fe/H],0.073,4.46,4.070,1.64385,,
Kepler-1217 b,Kepler-1217,1,1,0,0,Transit,2016,Kepler,0,2.03232507,0.032600,1.990,0.178,4.62000,0.01450,3.220000,0.000000,1302.95,1542,,5905.00,1.08,1.06,0.070,[Fe/H],0.085,4.40,3.800,3.35123,,
Kepler-1218 b,Kepler-1218,1,1,0,0,Transit,2016,Kepler,0,22.92212660,0.156400,1.440,0.128,2.67000,0.00839,4.910000,0.000000,84.83,684,,5986.00,1.10,1.06,-0.020,[Fe/H],0.363,4.38,3.800,0.21129,,
Kepler-1219 b,Kepler-1219,1,1,0,0,Transit,2016,Kepler,0,16.10467749,0.141800,2.120,0.189,5.14000,0.01620,2.960000,0.000000,430.69,1159,,5944.00,1.94,1.25,0.050,[Fe/H],0.926,3.97,4.370,0.06171,,
Kepler-122 b,Kepler-122,1,5,0,0,Transit,2014,Kepler,0,5.76619300,0.064000,2.340,0.209,6.08000,0.01910,2.610000,0.000000,448.10,1159,,6050.00,1.22,1.08,-0.060,[Fe/H],0.270,4.30,3.890,0.91393,,
Kepler-122 c,Kepler-122,1,5,0,0,Transit,2014,Kepler,0,12.46598800,0.108000,5.870,0.524,29.00000,0.09120,0.788000,0.000000,160.50,897,,6050.00,1.22,1.08,-0.060,[Fe/H],0.270,4.30,3.890,0.89661,,
Kepler-122 d,Kepler-122,1,5,0,0,Transit,2014,Kepler,0,21.58747500,0.155000,2.200,0.196,5.48000,0.01720,2.830000,0.000000,77.14,747,,6050.00,1.22,1.08,-0.060,[Fe/H],0.270,4.30,3.890,2.10549,,
Kepler-122 e,Kepler-122,1,5,0,0,Transit,2014,Kepler,0,37.99327300,0.227000,2.600,0.232,27.70000,0.08700,8.660000,0.000000,36.30,618,,6050.00,1.22,1.08,-0.060,[Fe/H],0.270,4.30,3.890,1.08783,,
Kepler-122 f,Kepler-122,1,5,0,0,Transit Timing Variations,2014,Kepler,0,56.26800000,0.287000,1.750,0.156,36.00000,0.11300,36.900000,0.000000,21.52,543,,6102.00,0.95,1.03,-0.060,[Fe/H],0.270,4.35,3.890,0.93373,,
Kepler-1220 b,Kepler-1220,1,1,0,0,Transit,2016,Kepler,0,7.42693741,0.073400,1.520,0.136,2.92000,0.00920,4.570000,0.000000,177.84,899,,5842.00,0.99,1.00,-0.040,[Fe/H],0.025,4.45,3.630,1.66158,,
Kepler-1221 b,Kepler-1221,1,1,0,0,Transit,2016,Kepler,0,12.00096042,0.090600,1.880,0.168,4.19000,0.01320,3.470000,0.000000,37.81,632,,5194.00,0.82,0.87,0.090,[Fe/H],-0.355,4.55,4.570,1.04718,,
Kepler-1222 b,Kepler-1222,1,1,0,0,Transit,2016,Kepler,0,1.91694425,0.028200,0.790,0.070,0.41800,0.00131,4.660000,0.000000,416.23,1246,,5239.00,0.80,0.84,-0.040,[Fe/H],-0.458,4.56,4.370,5.10616,,
Kepler-1223 b,Kepler-1223,1,1,0,0,Transit,2016,Kepler,0,16.30125900,0.118600,1.220,0.109,1.98000,0.00624,5.990000,0.000000,20.51,557,,4870.00,0.75,0.80,0.040,[Fe/H],-0.541,4.60,3.630,1.81930,,
Kepler-1224 b,Kepler-1224,1,1,0,0,Transit,2016,Kepler,0,13.32351601,0.116500,1.330,0.119,2.33000,0.00733,5.440000,0.000000,132.66,872,,6155.00,1.22,1.18,0.140,[Fe/H],0.293,4.34,2.340,1.00393,,
Kepler-1225 b,Kepler-1225,1,1,0,0,Transit,2016,Kepler,0,7.01075434,0.077100,1.820,0.162,3.97000,0.01250,3.620000,0.000000,324.28,1453,,6140.00,1.19,1.13,0.010,[Fe/H],0.333,4.34,3.020,5.68003,,
Kepler-1226 b,Kepler-1226,1,1,0,0,Transit,2016,Kepler,0,17.29234530,0.136100,1.450,0.129,2.70000,0.00849,4.870000,0.000000,140.38,809,,5923.00,1.02,1.02,-0.080,[Fe/H],0.359,4.43,3.720,0.44856,,
Kepler-1227 b,Kepler-1227,1,1,0,0,Transit,2016,Kepler,0,94.28875770,0.409200,2.290,0.204,5.86000,0.01840,2.680000,0.000000,4.18,369,,5747.00,0.95,0.97,-0.040,[Fe/H],-0.158,4.47,4.170,6.27526,,
Kepler-1228 b,Kepler-1228,1,1,0,0,Transit,2016,Kepler,0,0.57736958,0.012500,1.540,0.137,2.99000,0.00940,4.500000,0.000000,1598.66,1757,,5063.00,0.74,0.78,-0.180,[Fe/H],-0.555,4.59,5.130,4.14027,,
Kepler-1229 b,Kepler-1229,1,1,0,0,Transit,2016,Kepler,0,86.82898900,0.300600,1.400,0.125,2.54000,0.00800,5.090000,0.000000,0.52,212,,3784.00,0.51,0.54,-0.060,[Fe/H],-1.533,4.75,3.720,4.35164,,17.63
Kepler-123 b,Kepler-123,1,2,0,0,Transit,2014,Kepler,0,17.23236600,0.135000,2.940,0.262,55.30000,0.17400,12.000000,0.000000,138.81,817,,6089.00,1.26,1.01,-0.030,[Fe/H],0.410,4.28,0.480,1.28263,,
Kepler-123 c,Kepler-123,1,2,0,0,Transit,2014,Kepler,0,26.69507400,0.181000,1.480,0.132,2.79000,0.00879,4.730000,0.000000,77.40,706,,6089.00,1.26,1.01,-0.030,[Fe/H],0.410,4.28,0.480,2.35995,,
Kepler-1230 b,Kepler-1230,1,1,0,0,Transit,2016,Kepler,0,9.95661537,0.092100,2.710,0.242,7.80000,0.02450,2.150000,0.000000,153.93,946,,5961.00,1.08,1.06,0.010,[Fe/H],0.096,4.40,3.470,3.20056,,
Kepler-1231 b,Kepler-1231,1,1,0,0,Transit,2016,Kepler,0,10.41725184,0.091400,1.420,0.127,2.60000,0.00819,4.990000,0.000000,117.52,870,,5778.00,1.00,1.01,0.060,[Fe/H],0.023,4.44,4.170,1.27620,,
Kepler-1232 b,Kepler-1232,1,1,0,0,Transit,2016,Kepler,0,26.78391830,0.167300,1.930,0.172,4.38000,0.01380,3.350000,0.000000,14.60,523,,5471.00,0.89,0.92,0.060,[Fe/H],-0.359,4.51,4.790,1.87390,,
Kepler-1233 b,Kepler-1233,1,1,0,0,Transit,2016,Kepler,0,45.12630420,0.263000,2.600,0.232,7.27000,0.02290,2.270000,0.000000,30.06,604,,6198.00,1.25,1.16,0.020,[Fe/H],0.221,4.30,2.880,1.32431,,
Kepler-1234 b,Kepler-1234,1,1,0,0,Transit,2016,Kepler,0,11.94014029,0.096000,2.810,0.251,8.30000,0.02610,2.060000,0.000000,40.12,625,,4967.00,0.76,0.80,0.010,[Fe/H],-0.454,4.59,4.370,3.80666,,
Kepler-1235 b,Kepler-1235,1,1,0,0,Transit,2016,Kepler,0,4.16055856,0.049100,0.790,0.070,0.41800,0.00131,4.660000,0.000000,265.32,985,,5541.00,0.90,0.93,0.010,[Fe/H],-0.156,4.50,4.570,1.97455,,
Kepler-1236 b,Kepler-1236,1,1,0,0,Transit,2016,Kepler,0,31.05716180,0.180300,2.140,0.191,5.22000,0.01640,2.930000,0.000000,13.57,480,,5337.00,0.82,0.86,-0.090,[Fe/H],-0.379,4.55,4.070,6.01530,,
Kepler-1237 b,Kepler-1237,1,1,0,0,Transit,2016,Kepler,0,84.57332260,0.377800,2.860,0.255,8.55000,0.02690,2.010000,0.000000,4.04,366,,5472.00,0.90,0.94,0.120,[Fe/H],-0.258,4.50,4.570,4.01964,,
Kepler-1238 b,Kepler-1238,1,1,0,0,Transit,2016,Kepler,0,4.14787559,0.054100,1.930,0.172,4.38000,0.01380,3.350000,0.000000,1195.20,1389,,6386.00,1.48,1.30,0.050,[Fe/H],0.584,4.21,2.140,0.73308,,
Kepler-1239 b,Kepler-1239,1,1,0,0,Transit,2016,Kepler,0,5.19104016,0.062500,2.900,0.259,8.75000,0.02750,1.970000,0.000000,462.91,1183,,6564.00,1.57,1.40,0.220,[Fe/H],0.447,4.20,1.620,0.48500,,
Kepler-124 b,Kepler-124,1,3,0,0,Transit,2014,Kepler,0,3.41049300,0.039000,0.730,0.065,0.31500,0.00099,4.450000,0.000000,198.84,892,,4984.00,0.64,0.84,-0.460,[Fe/H],-0.467,4.67,1.820,2.23727,,
Kepler-124 c,Kepler-124,1,3,0,0,Transit,2014,Kepler,0,13.82137500,0.100000,1.750,0.156,3.71000,0.01170,3.800000,0.000000,30.72,560,,4984.00,0.64,0.84,-0.460,[Fe/H],-0.467,4.67,1.820,0.44622,,
Kepler-124 d,Kepler-124,1,3,0,0,Transit,2014,Kepler,0,30.95085100,0.170000,1.110,0.099,1.41000,0.00444,5.670000,0.000000,10.50,428,,4984.00,0.64,0.84,-0.460,[Fe/H],-0.467,4.67,1.820,0.07455,,
Kepler-1240 b,Kepler-1240,1,1,0,0,Transit,2016,Kepler,0,4.86638150,0.055700,1.150,0.103,1.60000,0.00505,5.780000,0.000000,539.13,1121,,5682.00,0.96,0.98,0.040,[Fe/H],0.223,4.47,4.070,3.35225,,
Kepler-1241 b,Kepler-1241,1,1,0,0,Transit,2016,Kepler,0,18.55257010,0.133600,2.630,0.235,7.41000,0.02330,2.240000,0.000000,31.46,612,,5261.00,0.80,0.84,-0.090,[Fe/H],-0.324,4.56,4.680,1.47924,,
Kepler-1242 b,Kepler-1242,1,1,0,0,Transit,2016,Kepler,0,13.62798432,0.103900,2.260,0.202,5.73000,0.01800,2.730000,0.000000,29.00,639,,4895.00,0.74,0.77,-0.050,[Fe/H],-0.516,4.60,5.620,4.07205,,
Kepler-1243 b,Kepler-1243,1,1,0,0,Transit,2016,Kepler,0,16.83207290,0.125600,1.750,0.156,3.71000,0.01170,3.800000,0.000000,36.16,690,,5667.00,0.94,0.96,0.010,[Fe/H],-0.244,4.48,4.370,1.56166,,
Kepler-1244 b,Kepler-1244,1,1,0,0,Transit,2016,Kepler,0,3.70428172,0.050200,1.350,0.120,2.39000,0.00752,5.340000,0.000000,4756.32,1839,,6680.00,1.77,1.46,0.050,[Fe/H],1.032,4.10,1.700,0.11781,,
Kepler-1245 b,Kepler-1245,1,2,0,0,Transit,2016,Kepler,0,4.35409304,0.048400,1.440,0.128,2.67000,0.00839,4.910000,0.000000,194.34,1043,,5306.00,0.83,0.86,-0.010,[Fe/H],-0.411,4.55,4.570,3.05943,,
Kepler-1245 c,Kepler-1245,1,2,0,0,Transit,2016,Kepler,0,2.93658468,0.037200,1.440,0.128,2.67000,0.00839,4.910000,0.000000,328.98,1190,,5306.00,0.83,0.86,-0.010,[Fe/H],-0.411,4.55,4.570,4.05093,,
Kepler-1246 b,Kepler-1246,1,1,0,0,Transit,2016,Kepler,0,11.32271513,0.084800,1.360,0.121,2.42000,0.00761,5.290000,0.000000,26.45,554,,4611.00,0.69,0.73,-0.030,[Fe/H],-0.727,4.63,3.890,0.11476,,
Kepler-1247 b,Kepler-1247,1,1,0,0,Transit,2016,Kepler,0,13.71220213,0.109100,2.330,0.208,6.04000,0.01900,2.620000,0.000000,41.47,676,,5303.00,0.82,0.86,-0.050,[Fe/H],-0.345,4.55,4.680,7.43092,,
Kepler-1248 b,Kepler-1248,1,1,0,0,Transit,2016,Kepler,0,7.46725407,0.080600,1.180,0.105,1.76000,0.00553,5.890000,0.000000,271.25,1035,,6149.00,1.21,1.21,0.240,[Fe/H],0.276,4.36,1.510,0.90781,,
Kepler-1249 b,Kepler-1249,1,1,0,0,Transit,2016,Kepler,0,24.33471270,0.167000,2.380,0.212,6.26000,0.01970,2.550000,0.000000,98.34,647,,6202.00,1.28,1.19,0.060,[Fe/H],0.428,4.29,2.820,0.67505,,
Kepler-125 b,Kepler-125,1,2,0,0,Transit,2014,Kepler,0,4.16438900,0.041000,2.370,0.211,6.21000,0.01950,2.560000,0.000000,33.18,590,M1 V,3810.00,0.51,0.54,-0.140,[Fe/H],-1.328,4.74,13.500,4.68232,,
Kepler-125 c,Kepler-125,1,2,0,0,Transit,2014,Kepler,0,5.77446400,0.051000,0.740,0.066,0.33000,0.00104,4.470000,0.000000,16.81,529,M1 V,3810.00,0.51,0.54,-0.140,[Fe/H],-1.328,4.74,13.500,4.68232,,
Kepler-1250 b,Kepler-1250,1,1,0,0,Transit,2016,Kepler,0,2.60754383,0.039300,1.920,0.171,4.35000,0.01370,3.380000,0.000000,1866.19,1431,,5717.00,0.98,0.99,0.040,[Fe/H],0.343,4.46,4.570,8.08759,,
Kepler-1251 b,Kepler-1251,1,1,0,0,Transit,2016,Kepler,0,45.09046430,0.247800,1.840,0.164,4.04000,0.01270,3.560000,0.000000,13.78,487,,5545.00,0.89,0.92,-0.040,[Fe/H],-0.153,4.51,4.790,6.65298,,
Kepler-1252 b,Kepler-1252,1,1,0,0,Transit,2016,Kepler,0,15.05403290,0.107800,1.670,0.149,3.43000,0.01080,4.050000,0.000000,57.58,665,,5949.00,1.09,1.06,0.030,[Fe/H],-0.130,4.38,3.890,1.52219,,
Kepler-1253 b,Kepler-1253,1,1,0,0,Transit,2016,Kepler,0,68.88619150,0.313300,1.330,0.119,2.33000,0.00733,5.440000,0.000000,21.62,501,,5850.00,1.10,0.97,-0.140,[Fe/H],0.345,4.33,7.080,0.38914,,
Kepler-1254 b,Kepler-1254,1,3,0,0,Transit,2016,Kepler,0,9.99113313,0.083300,1.550,0.138,3.02000,0.00951,4.460000,0.000000,33.98,660,,4985.00,0.75,0.78,-0.100,[Fe/H],-0.572,4.59,5.620,4.55362,,
Kepler-1254 c,Kepler-1254,1,3,0,0,Transit,2016,Kepler,0,3.60084276,0.042200,1.300,0.116,2.24000,0.00705,5.600000,0.000000,132.39,927,,4985.00,0.75,0.78,-0.100,[Fe/H],-0.572,4.59,5.620,3.32192,,
Kepler-1254 d,Kepler-1254,1,3,0,0,Transit,2016,Kepler,0,5.72717226,0.057500,1.310,0.117,2.27000,0.00714,5.550000,0.000000,71.31,794,,4985.00,0.75,0.78,-0.100,[Fe/H],-0.572,4.59,5.620,3.31866,,
Kepler-1255 b,Kepler-1255,1,1,0,0,Transit,2016,Kepler,0,36.29193360,0.222600,2.320,0.207,5.99000,0.01890,2.640000,0.000000,39.67,694,,6018.00,1.12,1.08,0.020,[Fe/H],0.307,4.37,3.550,0.53968,,
Kepler-1256 b,Kepler-1256,1,1,0,0,Transit,2016,Kepler,0,12.41277540,0.106300,1.490,0.133,2.83000,0.00889,4.700000,0.000000,211.55,933,,6129.00,1.36,1.17,0.050,[Fe/H],0.428,4.23,3.720,0.57834,,
Kepler-1257 b,Kepler-1257,1,1,0,0,Transit,2016,Kepler,0,2.66831376,0.037600,1.520,0.136,2.92000,0.00920,4.570000,0.000000,546.91,1252,,5502.00,0.87,0.90,-0.090,[Fe/H],-0.136,4.52,4.370,1.42361,,
Kepler-1258 b,Kepler-1258,1,1,0,0,Transit,2016,Kepler,0,0.98494017,0.020100,0.860,0.077,0.56600,0.00178,4.890000,0.000000,2775.00,2335,,5839.00,0.99,0.99,-0.070,[Fe/H],0.094,4.45,3.890,1.17376,,
Kepler-1259 b,Kepler-1259,1,1,0,0,Transit,2016,Kepler,0,0.66308526,0.014100,1.430,0.128,2.63000,0.00829,4.940000,0.000000,2460.58,1681,,5053.00,0.77,0.80,-0.070,[Fe/H],-0.333,4.58,5.250,4.30442,,
Kepler-126 b,Kepler-126,1,3,0,0,Transit,2014,Kepler,0,10.49571100,0.099000,1.520,0.136,2.92000,0.00920,4.570000,0.070000,298.09,1009,,6239.00,1.36,1.18,-0.070,[Fe/H],0.452,4.25,3.390,0.55661,,
Kepler-126 c,Kepler-126,1,3,0,0,Transit,2014,Kepler,0,21.86974100,0.162000,1.580,0.141,3.12000,0.00982,4.350000,0.190000,112.13,790,,6239.00,1.36,1.18,-0.070,[Fe/H],0.452,4.25,3.390,0.55661,,
Kepler-126 d,Kepler-126,1,3,0,0,Transit,2014,Kepler,0,100.28313400,0.448000,2.500,0.223,6.80000,0.02140,2.390000,0.020000,14.71,475,,6239.00,1.36,1.18,-0.070,[Fe/H],0.452,4.25,3.390,0.71931,,
Kepler-1260 b,Kepler-1260,1,1,0,0,Transit,2016,Kepler,0,19.11877530,0.144400,1.770,0.158,3.78000,0.01190,3.750000,0.000000,171.93,823,,5961.00,1.08,1.06,0.010,[Fe/H],0.526,4.39,3.800,0.13337,,
Kepler-1261 b,Kepler-1261,1,1,0,0,Transit,2016,Kepler,0,48.43089910,0.239000,2.260,0.202,5.73000,0.01800,2.730000,0.000000,4.74,396,,5006.00,0.77,0.82,0.030,[Fe/H],-0.523,4.58,4.470,7.26483,,
Kepler-1262 b,Kepler-1262,1,1,0,0,Transit,2016,Kepler,0,8.67900242,0.083000,1.820,0.162,3.97000,0.01250,3.620000,0.000000,142.54,949,,5771.00,0.98,0.99,-0.020,[Fe/H],-0.105,4.45,4.270,3.11474,,
Kepler-1263 b,Kepler-1263,1,1,0,0,Transit,2016,Kepler,0,4.55139967,0.049900,1.140,0.102,1.55000,0.00489,5.750000,0.000000,144.81,907,,5213.00,0.80,0.84,-0.030,[Fe/H],-0.414,4.56,4.900,2.45318,,
Kepler-1264 b,Kepler-1264,1,1,0,0,Transit,2016,Kepler,0,0.96852602,0.019100,1.180,0.105,1.76000,0.00553,5.890000,0.000000,2367.80,1677,,5791.00,0.98,0.99,-0.020,[Fe/H],-0.055,4.45,4.170,3.41073,,
Kepler-1265 b,Kepler-1265,1,1,0,0,Transit,2016,Kepler,0,6.49441289,0.061200,1.350,0.120,2.39000,0.00752,5.340000,0.000000,58.15,732,,4630.00,0.69,0.71,-0.100,[Fe/H],-0.700,4.63,5.250,4.27014,,
Kepler-1266 b,Kepler-1266,1,2,0,0,Transit,2016,Kepler,0,28.47474800,0.168900,2.580,0.230,7.18000,0.02260,2.300000,0.000000,10.31,489,,5044.00,0.76,0.80,-0.070,[Fe/H],-0.530,4.59,5.130,0.36789,,
Kepler-1266 c,Kepler-1266,1,2,0,0,Transit,2021,Kepler,0,4.86631012,0.052000,1.680,0.150,3.46000,0.01090,4.010000,0.000000,142.39,881,,4996.00,0.83,0.79,0.140,[Fe/H],-0.530,4.50,5.130,0.73807,,
Kepler-1267 b,Kepler-1267,1,1,0,0,Transit,2016,Kepler,0,13.03139450,0.105700,3.010,0.269,9.32000,0.02930,1.880000,0.000000,86.47,774,,6096.00,1.20,1.15,0.070,[Fe/H],0.003,4.33,3.240,1.52999,,
Kepler-1268 b,Kepler-1268,1,1,0,0,Transit,2016,Kepler,0,40.99039860,0.238300,2.030,0.181,4.78000,0.01500,3.140000,0.000000,40.65,627,,5904.00,1.09,1.06,0.050,[Fe/H],0.345,4.38,4.270,0.93341,,
Kepler-1269 b,Kepler-1269,1,1,0,0,Transit,2016,Kepler,0,37.33315360,0.226000,1.630,0.145,3.29000,0.01040,4.170000,0.000000,69.00,657,,5998.00,1.15,1.10,0.070,[Fe/H],0.556,4.36,3.550,0.84302,,
Kepler-127 b,Kepler-127,1,3,0,0,Transit,2014,Kepler,0,14.43588900,0.125000,1.400,0.125,2.54000,0.00800,5.090000,0.470000,159.16,884,,6106.00,1.36,1.27,0.214,[M/H],0.407,4.26,2.630,0.52724,,
Kepler-127 c,Kepler-127,1,3,0,0,Transit,2014,Kepler,0,29.39319500,0.200000,2.660,0.237,7.56000,0.02380,2.210000,0.030000,61.69,698,,6106.00,1.36,1.27,0.214,[M/H],0.407,4.26,2.630,0.73021,,
Kepler-127 d,Kepler-127,1,3,0,0,Transit,2014,Kepler,0,48.63040800,0.280000,2.640,0.236,7.46000,0.02350,2.230000,0.030000,31.52,590,,6106.00,1.36,1.27,0.214,[M/H],0.407,4.26,2.630,0.52724,,
Kepler-1270 b,Kepler-1270,1,1,0,0,Transit,2016,Kepler,0,6.03356196,0.066300,3.320,0.296,11.00000,0.03460,1.650000,0.000000,1217.39,1598,,5047.00,3.38,1.28,-0.020,[Fe/H],0.713,3.49,4.370,0.04387,,
Kepler-1271 b,Kepler-1271,1,1,0,0,Transit,2016,Kepler,0,3.02559550,0.041800,1.480,0.132,2.79000,0.00879,4.730000,0.000000,975.18,1484,,6143.00,1.23,1.13,-0.010,[Fe/H],0.219,4.31,3.630,0.97998,,
Kepler-1272 b,Kepler-1272,1,1,0,0,Transit,2016,Kepler,0,51.13097040,0.270500,2.370,0.211,6.21000,0.01950,2.560000,0.000000,34.43,542,,5926.00,1.09,1.06,0.060,[Fe/H],0.370,4.39,3.890,0.61921,,
Kepler-1273 b,Kepler-1273,1,1,0,0,Transit,2016,Kepler,0,28.62565300,0.185700,2.490,0.222,6.76000,0.02130,2.410000,0.000000,14.88,573,,5566.00,0.91,0.94,0.030,[Fe/H],-0.305,4.50,4.470,2.74306,,
Kepler-1274 b,Kepler-1274,1,1,0,0,Transit,2016,Kepler,0,6.98152703,0.080600,1.420,0.127,2.60000,0.00819,4.990000,0.000000,975.81,1384,,6179.00,2.17,1.45,0.110,[Fe/H],0.798,3.93,2.880,0.12110,,
Kepler-1275 b,Kepler-1275,1,1,0,0,Transit,2016,Kepler,0,3.65691115,0.048800,1.480,0.132,2.79000,0.00879,4.730000,0.000000,822.48,1368,,6296.00,1.36,1.23,0.040,[Fe/H],0.315,4.26,2.510,3.17374,,
Kepler-1276 b,Kepler-1276,1,1,0,0,Transit,2016,Kepler,0,12.57200950,0.107200,1.190,0.106,1.81000,0.00570,5.900000,0.000000,139.77,886,,6188.00,1.21,1.14,-0.020,[Fe/H],0.220,4.33,3.090,1.30364,,
Kepler-1277 b,Kepler-1277,1,1,0,0,Transit,2016,Kepler,0,40.83650120,0.223700,1.600,0.143,3.19000,0.01000,4.280000,0.000000,12.11,496,,5578.00,0.92,0.94,-0.010,[Fe/H],-0.199,4.49,5.010,2.40742,,
Kepler-1278 b,Kepler-1278,1,1,0,0,Transit,2016,Kepler,0,3.23941344,0.041900,1.010,0.090,1.01000,0.00317,5.390000,0.000000,1314.67,1213,,6074.00,1.16,1.11,0.020,[Fe/H],0.366,4.35,3.310,1.31343,,
Kepler-1279 b,Kepler-1279,1,1,0,0,Transit,2016,Kepler,0,23.47741010,0.163300,1.750,0.156,3.71000,0.01170,3.800000,0.000000,190.85,738,,6221.00,1.33,1.21,0.060,[Fe/H],0.693,4.26,2.820,0.66996,,
Kepler-128 b,Kepler-128,1,2,0,0,Transit,2013,Kepler,0,15.09000000,0.123100,1.430,0.128,0.77000,0.00242,1.460000,0.000000,227.40,968,,6136.00,1.61,1.09,0.000,[Fe/H],0.575,4.07,4.070,0.30178,,
Kepler-128 c,Kepler-128,1,2,0,0,Transit,2013,Kepler,0,22.80400000,0.162200,1.340,0.120,0.90000,0.00283,2.070000,0.000000,130.98,843,,6136.00,1.61,1.09,0.000,[Fe/H],0.575,4.07,4.070,0.30178,,
Kepler-1280 b,Kepler-1280,1,1,0,0,Transit,2016,Kepler,0,66.55790570,0.380000,1.870,0.167,4.16000,0.01310,3.500000,0.000000,35.29,757,,6227.00,1.32,1.20,0.040,[Fe/H],0.679,4.28,2.820,0.45399,,
Kepler-1281 b,Kepler-1281,1,1,0,0,Transit,2016,Kepler,0,3.11602791,0.041500,1.640,0.146,3.33000,0.01050,4.150000,0.000000,375.55,1123,,5353.00,0.83,0.87,-0.040,[Fe/H],-0.292,4.55,4.370,2.44249,,
Kepler-1282 b,Kepler-1282,1,1,0,0,Transit,2016,Kepler,0,2.13194651,0.033500,1.550,0.138,3.02000,0.00951,4.460000,0.000000,672.53,1418,,5504.00,0.89,0.92,0.010,[Fe/H],-0.183,4.51,4.570,3.01046,,
Kepler-1283 b,Kepler-1283,1,1,0,0,Transit,2016,Kepler,0,12.94609780,0.106200,1.910,0.170,4.31000,0.01360,3.400000,0.000000,80.34,764,,6175.00,1.25,1.16,0.040,[Fe/H],0.927,4.31,2.880,0.12756,,
Kepler-1284 b,Kepler-1284,1,1,0,0,Transit,2016,Kepler,0,0.66407381,0.014300,1.210,0.108,1.92000,0.00606,5.960000,0.000000,2190.08,1703,,5123.00,0.79,0.84,0.030,[Fe/H],-0.395,4.57,4.470,2.93951,,
Kepler-1285 b,Kepler-1285,1,1,0,0,Transit,2016,Kepler,0,14.79674580,0.126800,0.970,0.087,0.87100,0.00274,5.240000,0.000000,181.59,874,,6170.00,1.28,1.20,0.160,[Fe/H],0.481,4.30,2.750,0.39075,,
Kepler-1286 b,Kepler-1286,1,1,0,0,Transit,2016,Kepler,0,11.25402929,0.099100,2.150,0.192,5.27000,0.01660,2.910000,0.000000,151.77,888,,5753.00,0.98,1.00,0.030,[Fe/H],0.128,4.45,4.170,0.98366,,
